Timestamp,Open,High,Low,Close,Volume
1686164700000,1848.92,1849.48,1848.91,1849.47,107.1644
1686164760000,1849.48,1849.5,1849.47,1849.5,88.2963
1686164820000,1849.5,1849.5,1849.49,1849.5,88.1981
1686164880000,1849.5,1849.84,1848.19,1848.31,196.4823
1686164940000,1848.31,1848.38,1848.29,1848.36,40.5002
1686165000000,1848.36,1848.46,1848.15,1848.27,76.163
1686165060000,1848.27,1848.91,1848.26,1848.9,146.2054
1686165120000,1848.9,1850.0,1848.9,1849.97,99.566
1686165180000,1849.97,1850.99,1849.97,1850.99,184.9942
1686165240000,1850.98,1850.99,1849.77,1849.78,317.4907
1686165300000,1849.77,1850.34,1849.77,1850.22,113.7916
1686165360000,1850.22,1851.13,1850.22,1850.59,214.1774
1686165420000,1850.59,1850.6,1849.07,1849.14,249.4836
1686165480000,1849.13,1849.14,1848.3,1848.31,77.8196
1686165540000,1848.31,1848.31,1847.76,1847.77,79.992
1686165600000,1847.77,1848.83,1847.76,1848.66,122.8901
1686165660000,1848.67,1849.07,1848.66,1849.07,32.2143
1686165720000,1849.06,1851.2,1849.06,1851.2,121.1083
1686165780000,1851.19,1851.2,1849.71,1849.72,187.9721
1686165840000,1849.71,1849.72,1849.48,1849.48,152.6182
1686165900000,1849.48,1849.49,1849.13,1849.33,51.0125
1686165960000,1849.33,1849.34,1849.33,1849.33,10.6852
1686166020000,1849.34,1850.07,1849.33,1849.53,265.0509
1686166080000,1849.54,1849.87,1849.53,1849.66,90.3322
1686166140000,1849.67,1850.68,1849.66,1850.5,182.95
1686166200000,1850.5,1851.0,1849.63,1849.68,236.0354
1686166260000,1849.68,1849.79,1849.65,1849.66,74.1541
1686166320000,1849.66,1850.23,1849.65,1850.22,111.0269
1686166380000,1850.22,1850.23,1849.14,1849.15,87.2652
1686166440000,1849.15,1849.15,1849.14,1849.14,9.1295
1686166500000,1849.15,1849.28,1849.14,1849.27,20.8613
1686166560000,1849.27,1850.49,1849.27,1850.25,158.8535
1686166620000,1850.26,1850.26,1848.55,1848.63,216.3736
1686166680000,1848.63,1849.25,1848.62,1849.25,16.5565
1686166740000,1849.25,1849.77,1849.15,1849.56,76.2774
1686166800000,1849.56,1849.7,1849.56,1849.7,86.6355
1686166860000,1849.7,1850.47,1849.69,1850.46,149.2288
1686166920000,1850.47,1851.15,1850.46,1851.14,115.7062
1686166980000,1851.14,1851.15,1851.14,1851.14,84.8544
1686167040000,1851.15,1851.34,1850.66,1851.29,231.2394
1686167100000,1851.28,1851.29,1849.89,1849.89,460.2083
1686167160000,1849.9,1849.9,1849.36,1849.36,50.1665
1686167220000,1849.37,1849.37,1849.0,1849.01,30.999
1686167280000,1849.0,1849.01,1848.18,1848.67,152.2765
1686167340000,1848.67,1849.19,1848.67,1849.18,86.834
1686167400000,1849.19,1849.99,1849.18,1849.98,176.5365
1686167460000,1849.98,1851.33,1849.98,1851.32,82.2934
1686167520000,1851.32,1851.65,1851.19,1851.32,101.7385
1686167580000,1851.31,1851.77,1851.24,1851.38,170.3061
1686167640000,1851.38,1851.64,1850.23,1850.23,168.8836
1686167700000,1850.23,1850.42,1850.0,1850.01,85.7438
1686167760000,1850.02,1850.42,1850.01,1850.41,97.8377
1686167820000,1850.41,1850.42,1850.15,1850.16,74.5242
1686167880000,1850.15,1850.82,1850.15,1850.82,87.7492
1686167940000,1850.82,1851.18,1850.36,1850.36,173.3979
1686168000000,1850.37,1851.0,1849.63,1849.63,172.0776
1686168060000,1849.63,1849.64,1848.93,1848.99,140.688
1686168120000,1848.99,1848.99,1848.62,1848.62,63.6608
1686168180000,1848.62,1848.63,1847.12,1847.12,284.1854
1686168240000,1847.12,1847.17,1846.29,1846.63,241.3544
1686168300000,1846.62,1847.28,1846.62,1847.28,85.1973
1686168360000,1847.28,1847.63,1847.27,1847.62,85.3217
1686168420000,1847.62,1848.5,1847.62,1848.49,156.1696
1686168480000,1848.5,1848.68,1848.49,1848.68,76.2563
1686168540000,1848.67,1848.68,1847.79,1847.8,33.5414
1686168600000,1847.79,1847.8,1847.31,1847.31,85.1185
1686168660000,1847.32,1847.32,1847.3,1847.32,61.0747
1686168720000,1847.32,1847.32,1845.92,1845.93,98.3793
1686168780000,1845.92,1845.93,1841.74,1842.63,835.4773
1686168840000,1842.64,1842.84,1841.5,1842.37,693.4864
1686168900000,1842.37,1842.55,1841.06,1841.44,1194.3243
1686168960000,1841.44,1842.28,1841.43,1842.28,231.192
1686169020000,1842.28,1842.86,1842.27,1842.85,462.9271
1686169080000,1842.85,1843.58,1842.85,1843.57,65.9959
1686169140000,1843.57,1844.45,1843.57,1844.07,161.7945
1686169200000,1844.08,1845.0,1844.07,1844.99,132.9099
1686169260000,1845.0,1845.22,1844.8,1845.01,141.2175
1686169320000,1845.02,1845.02,1842.27,1842.79,248.3896
1686169380000,1842.79,1842.79,1841.64,1841.65,117.3812
1686169440000,1841.65,1841.65,1840.2,1840.61,162.509
1686169500000,1840.6,1840.88,1839.0,1840.24,341.6578
1686169560000,1840.24,1840.5,1840.12,1840.5,182.6265
1686169620000,1840.49,1840.95,1840.49,1840.94,138.3404
1686169680000,1840.95,1842.38,1840.94,1842.38,322.0579
1686169740000,1842.38,1842.63,1841.41,1841.82,210.9986
1686169800000,1841.81,1842.76,1841.81,1842.75,175.1945
1686169860000,1842.76,1842.94,1842.49,1842.49,134.1349
1686169920000,1842.49,1843.24,1842.49,1843.24,337.0428
1686169980000,1843.23,1843.42,1843.23,1843.42,189.3779
1686170040000,1843.42,1843.42,1843.28,1843.28,149.7648
1686170100000,1843.28,1843.58,1843.28,1843.57,108.6642
1686170160000,1843.58,1843.61,1843.57,1843.61,72.779
1686170220000,1843.61,1843.61,1842.18,1842.18,149.3708
1686170280000,1842.18,1842.52,1842.18,1842.51,53.0603
1686170340000,1842.51,1842.52,1842.38,1842.38,103.1084
1686170400000,1842.39,1842.39,1840.04,1840.25,534.1423
1686170460000,1840.25,1840.26,1839.1,1839.1,417.446
1686170520000,1839.11,1840.2,1839.0,1840.19,136.4333
1686170580000,1840.2,1841.02,1840.19,1841.02,203.5331
1686170640000,1841.01,1841.12,1841.01,1841.12,44.7449
1686170700000,1841.11,1842.34,1841.11,1842.34,316.9146
1686170760000,1842.34,1842.34,1842.21,1842.22,176.9288
1686170820000,1842.22,1842.22,1841.76,1841.77,135.6349
1686170880000,1841.77,1842.0,1840.64,1840.67,247.9814
1686170940000,1840.66,1841.42,1840.66,1841.41,110.2902
1686171000000,1841.41,1842.21,1841.41,1842.21,83.8436
1686171060000,1842.2,1842.34,1842.2,1842.34,64.1191
1686171120000,1842.33,1842.34,1842.33,1842.33,47.2519
1686171180000,1842.34,1842.34,1842.12,1842.12,160.6212
1686171240000,1842.12,1842.24,1842.12,1842.23,37.2768
1686171300000,1842.24,1842.28,1842.23,1842.27,59.6778
1686171360000,1842.27,1842.88,1842.27,1842.87,359.6731
1686171420000,1842.87,1842.88,1842.09,1842.09,83.1523
1686171480000,1842.09,1842.1,1842.09,1842.09,37.8743
1686171540000,1842.1,1842.1,1841.57,1841.58,123.4259
1686171600000,1841.57,1841.58,1841.5,1841.51,47.2337
1686171660000,1841.51,1841.51,1841.5,1841.51,52.4114
1686171720000,1841.5,1842.53,1841.5,1842.53,94.0766
1686171780000,1842.52,1842.83,1842.52,1842.83,20.1998
1686171840000,1842.83,1842.83,1842.39,1842.51,100.5593
1686171900000,1842.51,1842.52,1841.01,1841.02,105.4959
1686171960000,1841.02,1841.02,1840.67,1840.67,73.6551
1686172020000,1840.68,1840.81,1840.04,1840.05,236.0972
1686172080000,1840.04,1840.05,1839.5,1839.5,82.7006
1686172140000,1839.51,1839.51,1830.38,1837.16,3854.5453
1686172200000,1837.17,1838.26,1837.09,1838.15,296.0999
1686172260000,1838.16,1841.91,1838.15,1841.73,742.1141
1686172320000,1841.73,1841.99,1840.96,1841.97,337.1892
1686172380000,1841.96,1842.54,1841.72,1842.54,351.4032
1686172440000,1842.53,1843.3,1842.42,1842.51,577.0688
1686172500000,1842.51,1843.12,1842.0,1843.09,333.2293
1686172560000,1843.09,1843.1,1842.0,1843.1,311.0612
1686172620000,1843.09,1843.63,1842.61,1842.74,256.8542
1686172680000,1842.75,1842.88,1842.57,1842.71,91.9021
1686172740000,1842.71,1842.72,1842.51,1842.56,35.8505
1686172800000,1842.56,1843.5,1842.56,1842.66,310.3372
1686172860000,1842.66,1842.66,1842.5,1842.51,18.7075
1686172920000,1842.51,1843.84,1842.5,1843.0,469.9398
1686172980000,1843.01,1843.01,1842.76,1842.77,11.4968
1686173040000,1842.77,1842.77,1842.76,1842.77,12.1405
1686173100000,1842.76,1842.77,1842.32,1842.32,88.2781
1686173160000,1842.33,1842.33,1842.32,1842.33,11.7041
1686173220000,1842.33,1844.13,1842.32,1844.13,204.2833
1686173280000,1844.13,1844.13,1843.36,1843.36,179.755
1686173340000,1843.37,1844.28,1843.36,1844.27,293.2918
1686173400000,1844.27,1844.28,1844.27,1844.28,57.6766
1686173460000,1844.28,1844.28,1843.16,1843.16,83.2954
1686173520000,1843.17,1843.17,1843.16,1843.17,35.9608
1686173580000,1843.16,1843.17,1842.35,1842.35,61.7918
1686173640000,1842.35,1842.36,1841.5,1841.51,93.787
1686173700000,1841.5,1841.51,1839.99,1839.99,200.1589
1686173760000,1839.99,1840.0,1838.26,1838.5,407.9481
1686173820000,1838.51,1840.9,1838.5,1840.0,631.3479
1686173880000,1840.0,1840.01,1839.01,1839.02,157.1293
1686173940000,1839.02,1839.02,1836.5,1836.51,165.0446
1686174000000,1836.5,1836.51,1833.84,1835.0,611.0617
1686174060000,1834.99,1835.28,1834.99,1835.26,64.3798
1686174120000,1835.27,1835.27,1834.17,1834.17,72.1773
1686174180000,1834.17,1834.18,1833.45,1833.89,250.1172
1686174240000,1833.9,1836.16,1833.78,1836.16,366.3276
1686174300000,1836.15,1837.57,1836.15,1837.56,214.453
1686174360000,1837.57,1837.64,1837.53,1837.53,54.1199
1686174420000,1837.53,1837.54,1837.53,1837.54,15.5564
1686174480000,1837.53,1837.54,1837.53,1837.53,13.7204
1686174540000,1837.53,1837.86,1837.53,1837.79,283.8591
1686174600000,1837.79,1837.8,1837.59,1837.6,27.3492
1686174660000,1837.59,1837.65,1836.95,1837.43,266.8904
1686174720000,1837.43,1837.44,1837.41,1837.42,31.1832
1686174780000,1837.41,1837.42,1834.91,1834.92,351.9339
1686174840000,1834.91,1834.92,1823.0,1826.99,3203.8484
1686174900000,1827.0,1831.0,1826.99,1830.95,497.2208
1686174960000,1830.94,1830.95,1821.39,1827.23,1816.8823
1686175020000,1827.22,1827.26,1824.52,1825.43,775.0859
1686175080000,1825.43,1825.43,1822.71,1824.2,951.9727
1686175140000,1824.19,1824.2,1821.52,1822.64,771.5197
1686175200000,1822.64,1827.4,1821.18,1824.76,1332.6917
1686175260000,1824.77,1828.94,1824.28,1827.98,1856.0062
1686175320000,1827.98,1827.99,1826.11,1827.18,585.5063
1686175380000,1827.18,1827.77,1826.19,1827.06,554.4668
1686175440000,1827.05,1827.41,1825.53,1826.2,366.0796
1686175500000,1826.2,1826.34,1825.0,1825.34,981.8035
1686175560000,1825.34,1825.85,1825.33,1825.36,273.1409
1686175620000,1825.36,1826.5,1824.51,1826.49,387.8228
1686175680000,1826.5,1828.93,1826.49,1828.29,969.8458
1686175740000,1828.29,1829.43,1828.29,1829.21,395.1617
1686175800000,1829.21,1830.45,1828.94,1829.99,628.2912
1686175860000,1829.99,1830.0,1828.95,1829.04,176.4068
1686175920000,1829.04,1829.05,1828.96,1828.97,104.0946
1686175980000,1828.96,1831.49,1828.96,1831.49,1129.3391
1686176040000,1831.48,1832.39,1830.88,1832.05,545.2444
1686176100000,1832.06,1832.06,1830.45,1831.5,314.9669
1686176160000,1831.5,1833.0,1831.26,1833.0,620.367
1686176220000,1832.99,1834.26,1832.92,1833.3,451.1563
1686176280000,1833.31,1833.74,1832.5,1832.85,259.4696
1686176340000,1832.84,1832.96,1832.66,1832.81,65.395
1686176400000,1832.8,1833.18,1831.24,1831.29,332.5763
1686176460000,1831.3,1831.57,1831.03,1831.04,247.5245
1686176520000,1831.03,1831.04,1830.01,1830.22,198.9718
1686176580000,1830.22,1831.34,1828.84,1831.27,842.1828
1686176640000,1831.26,1831.27,1829.77,1829.78,217.2911
1686176700000,1829.78,1830.04,1828.85,1828.85,208.8561
1686176760000,1828.86,1829.49,1827.1,1828.83,1120.6699
1686176820000,1828.83,1828.84,1827.68,1827.84,147.8888
1686176880000,1827.84,1827.85,1827.31,1827.42,64.0555
1686176940000,1827.41,1828.19,1827.28,1827.84,173.965
1686177000000,1827.84,1828.4,1827.61,1827.99,104.4563
1686177060000,1827.98,1831.48,1827.98,1830.66,707.6755
1686177120000,1830.67,1830.67,1829.04,1829.61,256.2605
1686177180000,1829.62,1830.5,1829.37,1829.93,208.6761
1686177240000,1829.93,1830.11,1829.22,1829.23,236.7741
1686177300000,1829.22,1829.27,1828.18,1828.18,49.472
1686177360000,1828.18,1828.19,1827.14,1828.05,451.4927
1686177420000,1828.05,1828.05,1826.4,1826.55,610.8835
1686177480000,1826.54,1828.47,1826.54,1828.3,246.9354
1686177540000,1828.3,1829.32,1828.29,1828.59,181.0967
1686177600000,1828.59,1828.87,1828.35,1828.38,99.9352
1686177660000,1828.38,1828.39,1827.65,1827.65,109.9942
1686177720000,1827.66,1828.48,1827.65,1827.93,201.5047
1686177780000,1827.93,1828.18,1827.46,1827.64,89.6051
1686177840000,1827.64,1828.43,1827.63,1828.43,67.981
1686177900000,1828.42,1829.6,1828.08,1829.6,266.2982
1686177960000,1829.59,1829.93,1829.4,1829.83,107.5795
1686178020000,1829.83,1830.0,1829.61,1829.62,91.9805
1686178080000,1829.61,1830.45,1829.27,1829.27,286.9236
1686178140000,1829.28,1830.35,1829.27,1830.26,130.9509
1686178200000,1830.25,1830.65,1830.25,1830.53,83.5434
1686178260000,1830.52,1830.53,1830.11,1830.12,90.931
1686178320000,1830.11,1830.73,1830.11,1830.72,72.8874
1686178380000,1830.73,1831.25,1829.82,1829.83,89.8934
1686178440000,1829.83,1830.27,1829.82,1830.27,76.4832
1686178500000,1830.26,1830.27,1828.82,1829.02,113.3077
1686178560000,1829.03,1829.13,1828.35,1828.39,163.6666
1686178620000,1828.38,1830.32,1828.38,1829.66,318.1254
1686178680000,1829.67,1830.11,1829.4,1829.4,78.6374
1686178740000,1829.41,1829.73,1829.03,1829.72,58.4121
1686178800000,1829.72,1830.37,1829.72,1830.37,42.7624
1686178860000,1830.36,1831.31,1830.36,1831.07,266.6081
1686178920000,1831.07,1831.23,1830.39,1831.14,105.1909
1686178980000,1831.13,1831.85,1831.13,1831.75,168.141
1686179040000,1831.75,1831.75,1831.14,1831.39,119.901
1686179100000,1831.39,1831.74,1830.22,1830.23,138.6584
1686179160000,1830.23,1830.44,1830.0,1830.18,84.2222
1686179220000,1830.18,1830.5,1830.02,1830.49,70.2004
1686179280000,1830.5,1830.5,1829.28,1829.28,168.5203
1686179340000,1829.29,1830.12,1829.02,1829.71,123.2492
1686179400000,1829.7,1829.71,1827.61,1827.87,400.6232
1686179460000,1827.87,1828.61,1825.84,1826.07,351.228
1686179520000,1826.07,1827.0,1825.08,1826.99,283.637
1686179580000,1826.99,1827.43,1826.13,1826.55,214.361
1686179640000,1826.56,1827.1,1826.32,1827.1,52.9955
1686179700000,1827.09,1827.5,1827.09,1827.49,100.3494
1686179760000,1827.5,1827.99,1827.43,1827.99,203.1665
1686179820000,1827.99,1828.0,1827.79,1827.99,108.9235
1686179880000,1827.99,1829.29,1827.99,1829.28,144.1177
1686179940000,1829.29,1830.0,1829.21,1829.78,161.0048
1686180000000,1829.79,1829.89,1829.26,1829.43,79.3064
1686180060000,1829.44,1830.3,1829.43,1830.29,278.7647
1686180120000,1830.3,1830.59,1830.01,1830.02,105.5051
1686180180000,1830.02,1830.59,1830.01,1830.59,29.015
1686180240000,1830.58,1830.64,1830.28,1830.63,42.0152
1686180300000,1830.63,1830.64,1830.1,1830.11,24.4569
1686180360000,1830.1,1830.19,1829.89,1830.18,51.8811
1686180420000,1830.18,1830.38,1830.18,1830.37,23.8891
1686180480000,1830.37,1830.5,1830.37,1830.5,17.6159
1686180540000,1830.49,1830.83,1830.4,1830.41,288.4634
1686180600000,1830.41,1830.83,1830.25,1830.65,55.56
1686180660000,1830.66,1832.22,1830.66,1832.22,52.5733
1686180720000,1832.21,1832.86,1832.02,1832.67,114.6872
1686180780000,1832.66,1832.67,1832.0,1832.59,163.2366
1686180840000,1832.58,1833.0,1832.51,1833.0,114.5865
1686180900000,1833.0,1833.0,1831.0,1831.14,298.8775
1686180960000,1831.15,1831.78,1831.14,1831.35,132.7903
1686181020000,1831.36,1831.7,1831.35,1831.69,21.3006
1686181080000,1831.7,1831.7,1831.61,1831.68,82.7159
1686181140000,1831.67,1832.0,1831.67,1831.74,89.9122
1686181200000,1831.75,1832.18,1830.86,1831.22,176.2006
1686181260000,1831.22,1831.51,1831.21,1831.51,113.82
1686181320000,1831.51,1831.59,1831.5,1831.59,15.3501
1686181380000,1831.58,1831.59,1831.58,1831.58,18.0381
1686181440000,1831.59,1832.33,1831.58,1832.33,43.7983
1686181500000,1832.33,1832.5,1831.77,1832.49,154.4652
1686181560000,1832.5,1832.95,1832.42,1832.42,120.6121
1686181620000,1832.42,1832.55,1831.8,1832.54,70.9454
1686181680000,1832.54,1833.0,1832.38,1832.39,74.5929
1686181740000,1832.39,1832.78,1832.38,1832.78,23.535
1686181800000,1832.78,1832.85,1832.06,1832.06,175.7705
1686181860000,1832.06,1832.55,1832.06,1832.54,32.9003
1686181920000,1832.55,1833.33,1832.54,1833.33,152.1955
1686181980000,1833.33,1833.48,1833.32,1833.47,22.4532
1686182040000,1833.48,1833.48,1832.82,1833.1,145.1307
1686182100000,1833.1,1833.11,1832.54,1832.55,89.9354
1686182160000,1832.54,1832.55,1832.06,1832.21,113.0106
1686182220000,1832.2,1832.21,1832.2,1832.2,80.4444
1686182280000,1832.2,1832.3,1832.02,1832.2,80.367
1686182340000,1832.2,1832.2,1832.06,1832.13,33.6268
1686182400000,1832.12,1832.37,1831.16,1832.36,731.5236
1686182460000,1832.37,1832.5,1831.86,1831.86,106.5057
1686182520000,1831.87,1832.36,1831.86,1832.16,70.5513
1686182580000,1832.16,1832.36,1832.15,1832.24,32.2957
1686182640000,1832.25,1832.68,1832.18,1832.67,53.8863
1686182700000,1832.68,1833.23,1832.67,1833.22,64.0186
1686182760000,1833.22,1833.99,1831.79,1831.79,230.5456
1686182820000,1831.79,1832.27,1831.0,1831.49,239.0154
1686182880000,1831.49,1832.0,1831.49,1831.68,89.6506
1686182940000,1831.69,1832.5,1831.68,1832.27,62.9695
1686183000000,1832.28,1835.1,1832.27,1834.75,227.9959
1686183060000,1834.76,1836.13,1834.75,1835.58,370.6245
1686183120000,1835.59,1835.59,1834.46,1834.69,116.845
1686183180000,1834.68,1835.0,1833.14,1833.14,191.2242
1686183240000,1833.14,1833.15,1831.71,1831.71,98.5062
1686183300000,1831.72,1832.35,1831.47,1831.47,134.056
1686183360000,1831.48,1832.33,1831.1,1832.33,226.465
1686183420000,1832.33,1833.14,1832.32,1833.13,129.135
1686183480000,1833.13,1834.01,1832.84,1833.82,112.9425
1686183540000,1833.82,1834.16,1833.8,1833.82,113.0847
1686183600000,1833.81,1834.33,1833.8,1833.86,160.0896
1686183660000,1833.87,1833.87,1832.0,1832.17,206.8541
1686183720000,1832.18,1833.3,1832.17,1833.3,131.7071
1686183780000,1833.3,1833.94,1833.29,1833.93,121.7092
1686183840000,1833.93,1833.95,1833.67,1833.95,111.5781
1686183900000,1833.94,1833.95,1833.16,1833.46,56.5549
1686183960000,1833.45,1834.53,1833.45,1834.52,188.9591
1686184020000,1834.53,1834.53,1833.82,1834.48,237.7807
1686184080000,1834.49,1835.16,1834.36,1834.37,109.221
1686184140000,1834.36,1834.37,1834.32,1834.32,30.0654
1686184200000,1834.33,1835.49,1834.32,1834.67,188.0065
1686184260000,1834.67,1835.19,1834.67,1835.18,77.7202
1686184320000,1835.18,1835.18,1834.01,1834.01,85.4754
1686184380000,1834.01,1834.89,1834.01,1834.48,75.9237
1686184440000,1834.48,1835.99,1834.48,1835.79,280.6134
1686184500000,1835.79,1835.8,1835.35,1835.79,66.5931
1686184560000,1835.8,1835.92,1835.79,1835.91,28.3867
1686184620000,1835.92,1836.46,1835.91,1836.33,89.3136
1686184680000,1836.34,1838.29,1836.33,1836.44,436.8822
1686184740000,1836.43,1836.7,1836.42,1836.43,124.5868
1686184800000,1836.42,1836.43,1835.12,1835.27,156.2619
1686184860000,1835.26,1835.76,1835.15,1835.43,136.6237
1686184920000,1835.44,1835.44,1835.12,1835.13,56.2821
1686184980000,1835.13,1835.13,1834.51,1834.6,149.1477
1686185040000,1834.61,1834.88,1834.6,1834.88,79.7254
1686185100000,1834.87,1834.88,1834.5,1834.65,46.6325
1686185160000,1834.64,1835.12,1834.64,1834.81,109.6504
1686185220000,1834.81,1835.5,1834.81,1835.49,39.0425
1686185280000,1835.5,1835.5,1834.5,1834.87,574.0337
1686185340000,1834.87,1834.87,1834.58,1834.79,160.5894
1686185400000,1834.79,1834.79,1834.19,1834.36,143.0176
1686185460000,1834.35,1835.36,1834.35,1835.35,49.6587
1686185520000,1835.36,1835.36,1835.12,1835.35,45.4236
1686185580000,1835.36,1836.0,1835.34,1835.96,47.0
1686185640000,1835.95,1836.5,1835.95,1836.01,120.9815
1686185700000,1836.01,1836.02,1835.52,1835.52,64.001
1686185760000,1835.53,1835.53,1835.13,1835.13,49.767
1686185820000,1835.13,1835.54,1835.13,1835.36,68.6927
1686185880000,1835.35,1835.36,1835.0,1835.33,74.8176
1686185940000,1835.34,1835.52,1835.33,1835.52,46.0776
1686186000000,1835.52,1836.44,1835.28,1835.42,342.7504
1686186060000,1835.41,1835.77,1835.41,1835.77,99.0
1686186120000,1835.77,1836.0,1835.76,1835.93,46.1712
1686186180000,1835.94,1836.23,1835.86,1835.87,117.1077
1686186240000,1835.86,1835.87,1835.86,1835.87,44.0203
1686186300000,1835.87,1837.49,1835.86,1837.48,125.8957
1686186360000,1837.49,1838.21,1837.48,1838.21,170.0659
1686186420000,1838.2,1838.27,1837.39,1837.53,154.1031
1686186480000,1837.53,1838.13,1837.52,1838.12,47.1889
1686186540000,1838.12,1838.31,1837.67,1838.01,159.5874
1686186600000,1838.02,1838.31,1837.94,1838.03,156.8788
1686186660000,1838.02,1838.26,1837.68,1837.69,135.8213
1686186720000,1837.68,1838.3,1837.68,1838.3,87.0046
1686186780000,1838.29,1838.67,1838.07,1838.37,99.461
1686186840000,1838.37,1839.71,1838.19,1839.33,255.3701
1686186900000,1839.32,1839.92,1839.2,1839.22,494.4157
1686186960000,1839.22,1839.23,1838.39,1838.39,344.3193
1686187020000,1838.39,1838.4,1838.04,1838.04,37.4289
1686187080000,1838.04,1838.05,1838.04,1838.04,34.0195
1686187140000,1838.04,1838.22,1838.04,1838.21,65.9911
1686187200000,1838.22,1838.22,1838.15,1838.16,17.1432
1686187260000,1838.15,1838.5,1838.15,1838.19,128.0432
1686187320000,1838.19,1838.32,1838.16,1838.31,42.7025
1686187380000,1838.31,1838.5,1838.13,1838.32,121.4871
1686187440000,1838.33,1838.38,1838.23,1838.38,28.2867
1686187500000,1838.37,1838.64,1838.36,1838.64,51.8399
1686187560000,1838.63,1838.64,1838.19,1838.57,110.3773
1686187620000,1838.58,1838.59,1838.43,1838.43,50.8366
1686187680000,1838.43,1838.58,1838.43,1838.57,33.9955
1686187740000,1838.57,1838.59,1838.57,1838.58,72.5501
1686187800000,1838.58,1838.63,1838.0,1838.01,140.2345
1686187860000,1838.0,1838.01,1837.14,1837.15,204.4752
1686187920000,1837.15,1838.26,1836.66,1838.25,194.3225
1686187980000,1838.26,1838.62,1838.0,1838.0,57.6872
1686188040000,1838.0,1838.11,1838.0,1838.01,59.6465
1686188100000,1838.0,1838.01,1838.0,1838.0,28.2791
1686188160000,1838.01,1838.24,1838.0,1838.23,31.3833
1686188220000,1838.23,1839.13,1838.23,1838.88,142.3348
1686188280000,1838.87,1839.85,1838.86,1839.07,233.9477
1686188340000,1839.06,1839.07,1839.06,1839.06,15.0478
1686188400000,1839.07,1839.07,1839.06,1839.07,76.3864
1686188460000,1839.06,1839.07,1838.41,1838.42,63.0854
1686188520000,1838.42,1838.42,1838.36,1838.37,77.8447
1686188580000,1838.36,1838.37,1838.36,1838.36,48.8952
1686188640000,1838.36,1839.04,1838.36,1839.04,189.934
1686188700000,1839.04,1839.59,1839.03,1839.29,92.3192
1686188760000,1839.29,1839.29,1838.0,1838.79,65.7021
1686188820000,1838.79,1838.79,1838.47,1838.47,24.8668
1686188880000,1838.48,1838.48,1838.28,1838.28,23.7541
1686188940000,1838.29,1838.48,1837.78,1837.78,130.1468
1686189000000,1837.79,1837.88,1837.41,1837.42,133.8281
1686189060000,1837.41,1838.01,1837.31,1838.0,90.7748
1686189120000,1838.01,1838.01,1838.0,1838.01,18.3529
1686189180000,1838.01,1838.01,1837.63,1837.63,26.2842
1686189240000,1837.64,1838.22,1837.63,1838.22,54.3292
1686189300000,1838.21,1838.48,1837.8,1838.47,58.2995
1686189360000,1838.47,1838.49,1838.1,1838.11,39.7119
1686189420000,1838.1,1838.11,1838.1,1838.1,9.4714
1686189480000,1838.1,1838.21,1838.1,1838.2,14.7109
